studyId	sampleId	label_1	label_2	label_3	llabel	s_type	n_reads	n_reads2	n_issues	foodId	description	L1	L4	L6	nature	process	spoilage	target1	target2	biosample	SRA_sample	geo_loc_country	geo_loc_continent	lat_lon	matchId	L2	L3
ST239	14066	SA14066	s.ERR4554142	SAMEA7280842_A01BQ	A01BQinfd	Environment	18208	18208	0	A01BQ	Nyons olive fermentation brine ITS_R1D21C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280842	SAMEA7280842	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14067	SA14067	s.ERR4554143	SAMEA7280843_A01BQ	A01BQinfd	Environment	16976	16976	0	A01BQ	Nyons olive fermentation brine ITS_R1D21C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280843	SAMEA7280843	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14068	SA14068	s.ERR4554144	SAMEA7280844_A01BQ	A01BQinfd	Environment	13178	13178	0	A01BQ	Nyons olive fermentation brine ITS_R1D21C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280844	SAMEA7280844	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14069	SA14069	s.ERR4554145	SAMEA7280845_A01BQ	A01BQinfd	Sample	29155	29155	0	A01BQ	Nyons fermented Olive fruit ITS_R1D8B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280845	SAMEA7280845	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14070	SA14070	s.ERR4554146	SAMEA7280846_A01BQ	A01BQinfd	Sample	16236	16236	0	A01BQ	Nyons fermented Olive fruit ITS_R1D8C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280846	SAMEA7280846	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14071	SA14071	s.ERR4554147	SAMEA7280847_A01BQ	A01BQinfd	Sample	20627	20627	1	A01BQ	Nyons fermented Olive fruit ITS_R1D8C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280847	SAMEA7280847	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14072	SA14072	s.ERR4554148	SAMEA7280848_A01BQ	A01BQinfd	Sample	10637	10637	1	A01BQ	Nyons fermented Olive fruit ITS_R1D8C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280848	SAMEA7280848	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14073	SA14073	s.ERR4554149	SAMEA7280849_A01BQ	A01BQinfd	Environment	23961	23961	0	A01BQ	Nyons olive fermentation brine ITS_R1D8B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280849	SAMEA7280849	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14074	SA14074	s.ERR4554150	SAMEA7280850_A01BQ	A01BQinfd	Environment	21426	21426	0	A01BQ	Nyons olive fermentation brine ITS_R1D8B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280850	SAMEA7280850	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14075	SA14075	s.ERR4554151	SAMEA7280851_A01BQ	A01BQinfd	Environment	15925	15925	1	A01BQ	Nyons olive fermentation brine ITS_R1D8B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280851	SAMEA7280851	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14076	SA14076	s.ERR4554152	SAMEA7280852_A01BQ	A01BQinfd	Environment	28762	28762	0	A01BQ	Nyons olive fermentation brine ITS_R1D8C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280852	SAMEA7280852	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14077	SA14077	s.ERR4554153	SAMEA7280853_A01BQ	A01BQinfd	Environment	18461	18461	1	A01BQ	Nyons olive fermentation brine ITS_R1D8C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280853	SAMEA7280853	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14078	SA14078	s.ERR4554154	SAMEA7280854_A01BQ	A01BQinfd	Environment	5788	5788	1	A01BQ	Nyons olive fermentation brine ITS_R1D8C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280854	SAMEA7280854	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14079	SA14079	s.ERR4554155	SAMEA7280855_A01BQ	A01BQinfd	Sample	18073	18073	0	A01BQ	Nyons fermented Olive fruit ITS_R1D1C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280855	SAMEA7280855	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14080	SA14080	s.ERR4554156	SAMEA7280856_A01BQ	A01BQinfd	Sample	18424	18424	0	A01BQ	Nyons fermented Olive fruit ITS_R1D1C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280856	SAMEA7280856	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14081	SA14081	s.ERR4554157	SAMEA7280857_A01BQ	A01BQinfd	Sample	21809	21809	0	A01BQ	Nyons fermented Olive fruit ITS_R1D1C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280857	SAMEA7280857	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14082	SA14082	s.ERR4554158	SAMEA7280858_A01BQ	A01BQinfd	Environment	935	935	2	A01BQ	Nyons olive fermentation brine ITS_R1D1B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280858	SAMEA7280858	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14083	SA14083	s.ERR4554159	SAMEA7280859_A01BQ	A01BQinfd	Environment	1048	1048	2	A01BQ	Nyons olive fermentation brine ITS_R1D1B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280859	SAMEA7280859	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14084	SA14084	s.ERR4554160	SAMEA7280860_A01BQ	A01BQinfd	Environment	1387	1387	2	A01BQ	Nyons olive fermentation brine ITS_R1D1B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280860	SAMEA7280860	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14085	SA14085	s.ERR4554161	SAMEA7280861_A01BQ	A01BQinfd	Environment	2144	2144	2	A01BQ	Nyons olive fermentation brine ITS_R1D1C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280861	SAMEA7280861	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14086	SA14086	s.ERR4554162	SAMEA7280862_A01BQ	A01BQinfd	Environment	1123	1123	2	A01BQ	Nyons olive fermentation brine ITS_R1D1C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280862	SAMEA7280862	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14087	SA14087	s.ERR4554163	SAMEA7280863_A01BQ	A01BQinfd	Environment	2897	2897	2	A01BQ	Nyons olive fermentation brine ITS_R1D1C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280863	SAMEA7280863	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14088	SA14088	s.ERR4554164	SAMEA7280864_A01BQ	A01BQfnfd	Sample	19281	19281	1	A01BQ	Nyons fermented Olive fruit ITS_R2D462B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	ITS_DNA	ITS2	SAMEA7280864	SAMEA7280864	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14089	SA14089	s.ERR4554165	SAMEA7280865_A01BQ	A01BQfnfd	Sample	16307	16307	0	A01BQ	Nyons fermented Olive fruit ITS_R2D462B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	ITS_DNA	ITS2	SAMEA7280865	SAMEA7280865	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14090	SA14090	s.ERR4554166	SAMEA7280866_A01BQ	A01BQfnfd	Sample	17869	17869	1	A01BQ	Nyons fermented Olive fruit ITS_R2D462B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	ITS_DNA	ITS2	SAMEA7280866	SAMEA7280866	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14091	SA14091	s.ERR4554167	SAMEA7280867_A01BQ	A01BQfnfd	Sample	15183	15183	1	A01BQ	Nyons fermented Olive fruit ITS_R2D462C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	ITS_DNA	ITS2	SAMEA7280867	SAMEA7280867	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14092	SA14092	s.ERR4554168	SAMEA7280868_A01BQ	A01BQfnfd	Sample	12497	12497	1	A01BQ	Nyons fermented Olive fruit ITS_R2D462C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	ITS_DNA	ITS2	SAMEA7280868	SAMEA7280868	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14093	SA14093	s.ERR4554169	SAMEA7280869_A01BQ	A01BQfnfd	Sample	19399	19399	0	A01BQ	Nyons fermented Olive fruit ITS_R2D462C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	ITS_DNA	ITS2	SAMEA7280869	SAMEA7280869	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14094	SA14094	s.ERR4554170	SAMEA7280870_A01BQ	A01BQfnfd	Environment	15752	15752	1	A01BQ	Nyons olive fermentation brine ITS_R2D462B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Final	None	Fermented	ITS_DNA	ITS2	SAMEA7280870	SAMEA7280870	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14095	SA14095	s.ERR4554171	SAMEA7280871_A01BQ	A01BQfnfd	Environment	18062	18062	1	A01BQ	Nyons olive fermentation brine ITS_R2D462B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Final	None	Fermented	ITS_DNA	ITS2	SAMEA7280871	SAMEA7280871	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14096	SA14096	s.ERR4554172	SAMEA7280872_A01BQ	A01BQfnfd	Environment	25975	25975	1	A01BQ	Nyons olive fermentation brine ITS_R2D462B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Final	None	Fermented	ITS_DNA	ITS2	SAMEA7280872	SAMEA7280872	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14097	SA14097	s.ERR4554173	SAMEA7280873_A01BQ	A01BQfnfd	Environment	24762	24762	1	A01BQ	Nyons olive fermentation brine ITS_R2D462C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Final	None	Fermented	ITS_DNA	ITS2	SAMEA7280873	SAMEA7280873	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14098	SA14098	s.ERR4554174	SAMEA7280874_A01BQ	A01BQfnfd	Environment	18153	18153	1	A01BQ	Nyons olive fermentation brine ITS_R2D462C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Final	None	Fermented	ITS_DNA	ITS2	SAMEA7280874	SAMEA7280874	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14099	SA14099	s.ERR4554175	SAMEA7280875_A01BQ	A01BQfnfd	Environment	16767	16767	0	A01BQ	Nyons olive fermentation brine ITS_R2D462C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Final	None	Fermented	ITS_DNA	ITS2	SAMEA7280875	SAMEA7280875	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14100	SA14100	s.ERR4554176	SAMEA7280876_A01BQ	A01BQinfd	Sample	14491	14491	1	A01BQ	Nyons fermented Olive fruit ITS_R2D267B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280876	SAMEA7280876	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14101	SA14101	s.ERR4554177	SAMEA7280877_A01BQ	A01BQinfd	Sample	9801	9801	0	A01BQ	Nyons fermented Olive fruit ITS_R2D267B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280877	SAMEA7280877	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14102	SA14102	s.ERR4554178	SAMEA7280878_A01BQ	A01BQinfd	Sample	9971	9971	1	A01BQ	Nyons fermented Olive fruit ITS_R2D267B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280878	SAMEA7280878	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14103	SA14103	s.ERR4554179	SAMEA7280879_A01BQ	A01BQinfd	Sample	20661	20661	0	A01BQ	Nyons fermented Olive fruit ITS_R2D267C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280879	SAMEA7280879	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14104	SA14104	s.ERR4554180	SAMEA7280880_A01BQ	A01BQinfd	Sample	33711	33711	0	A01BQ	Nyons fermented Olive fruit ITS_R2D267C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280880	SAMEA7280880	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14105	SA14105	s.ERR4554181	SAMEA7280881_A01BQ	A01BQinfd	Sample	16572	16572	0	A01BQ	Nyons fermented Olive fruit ITS_R2D267C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280881	SAMEA7280881	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14106	SA14106	s.ERR4554182	SAMEA7280882_A01BQ	A01BQinfd	Environment	23320	23320	1	A01BQ	Nyons olive fermentation brine ITS_R2D267B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280882	SAMEA7280882	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14107	SA14107	s.ERR4554183	SAMEA7280883_A01BQ	A01BQinfd	Environment	20561	20561	0	A01BQ	Nyons olive fermentation brine ITS_R2D267B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280883	SAMEA7280883	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14108	SA14108	s.ERR4554184	SAMEA7280884_A01BQ	A01BQinfd	Environment	19640	19640	0	A01BQ	Nyons olive fermentation brine ITS_R2D267B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280884	SAMEA7280884	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14109	SA14109	s.ERR4554185	SAMEA7280885_A01BQ	A01BQinfd	Environment	20273	20273	0	A01BQ	Nyons olive fermentation brine ITS_R2D267C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280885	SAMEA7280885	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14110	SA14110	s.ERR4554186	SAMEA7280886_A01BQ	A01BQinfd	Environment	19582	19582	0	A01BQ	Nyons olive fermentation brine ITS_R2D267C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280886	SAMEA7280886	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14111	SA14111	s.ERR4554187	SAMEA7280887_A01BQ	A01BQinfd	Environment	20578	20578	0	A01BQ	Nyons olive fermentation brine ITS_R2D267C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280887	SAMEA7280887	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14112	SA14112	s.ERR4554188	SAMEA7280888_A01BQ	A01BQinfd	Sample	19911	19911	0	A01BQ	Nyons fermented Olive fruit ITS_R2D183B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280888	SAMEA7280888	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14113	SA14113	s.ERR4554189	SAMEA7280889_A01BQ	A01BQinfd	Sample	25030	25030	0	A01BQ	Nyons fermented Olive fruit ITS_R2D183B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280889	SAMEA7280889	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14114	SA14114	s.ERR4554190	SAMEA7280890_A01BQ	A01BQinfd	Sample	13816	13816	0	A01BQ	Nyons fermented Olive fruit ITS_R2D183B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280890	SAMEA7280890	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14115	SA14115	s.ERR4554191	SAMEA7280891_A01BQ	A01BQinfd	Sample	20924	20924	0	A01BQ	Nyons fermented Olive fruit ITS_R2D183C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280891	SAMEA7280891	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14116	SA14116	s.ERR4554192	SAMEA7280892_A01BQ	A01BQinfd	Sample	24482	24482	0	A01BQ	Nyons fermented Olive fruit ITS_R2D183C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280892	SAMEA7280892	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14117	SA14117	s.ERR4554193	SAMEA7280893_A01BQ	A01BQinfd	Sample	28518	28518	0	A01BQ	Nyons fermented Olive fruit ITS_R2D183C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280893	SAMEA7280893	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14118	SA14118	s.ERR4554194	SAMEA7280894_A01BQ	A01BQinfd	Environment	14577	14577	0	A01BQ	Nyons olive fermentation brine ITS_R2D183B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280894	SAMEA7280894	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14119	SA14119	s.ERR4554195	SAMEA7280895_A01BQ	A01BQinfd	Environment	16472	16472	0	A01BQ	Nyons olive fermentation brine ITS_R2D183B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280895	SAMEA7280895	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14120	SA14120	s.ERR4554196	SAMEA7280896_A01BQ	A01BQinfd	Environment	17150	17150	0	A01BQ	Nyons olive fermentation brine ITS_R2D183B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280896	SAMEA7280896	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14121	SA14121	s.ERR4554197	SAMEA7280897_A01BQ	A01BQinfd	Environment	22070	22070	0	A01BQ	Nyons olive fermentation brine ITS_R2D183C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280897	SAMEA7280897	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14122	SA14122	s.ERR4554198	SAMEA7280898_A01BQ	A01BQinfd	Environment	15023	15023	0	A01BQ	Nyons olive fermentation brine ITS_R2D183C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280898	SAMEA7280898	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14123	SA14123	s.ERR4554199	SAMEA7280899_A01BQ	A01BQinfd	Environment	24905	24905	0	A01BQ	Nyons olive fermentation brine ITS_R2D183C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280899	SAMEA7280899	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14124	SA14124	s.ERR4554200	SAMEA7280900_A01BQ	A01BQinfd	Sample	17860	17860	1	A01BQ	Nyons fermented Olive fruit ITS_R2D120B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280900	SAMEA7280900	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14125	SA14125	s.ERR4554201	SAMEA7280901_A01BQ	A01BQinfd	Sample	11308	11308	0	A01BQ	Nyons fermented Olive fruit ITS_R2D120B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280901	SAMEA7280901	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14126	SA14126	s.ERR4554202	SAMEA7280902_A01BQ	A01BQinfd	Sample	13875	13875	0	A01BQ	Nyons fermented Olive fruit ITS_R2D120B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280902	SAMEA7280902	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14127	SA14127	s.ERR4554203	SAMEA7280903_A01BQ	A01BQinfd	Sample	17640	17640	0	A01BQ	Nyons fermented Olive fruit ITS_R2D120C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280903	SAMEA7280903	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14128	SA14128	s.ERR4554204	SAMEA7280904_A01BQ	A01BQinfd	Sample	15952	15952	0	A01BQ	Nyons fermented Olive fruit ITS_R2D120C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280904	SAMEA7280904	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14129	SA14129	s.ERR4554205	SAMEA7280905_A01BQ	A01BQinfd	Sample	25909	25909	0	A01BQ	Nyons fermented Olive fruit ITS_R2D120C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280905	SAMEA7280905	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST239	14130	SA14130	s.ERR4554206	SAMEA7280906_A01BQ	A01BQinfd	Environment	23431	23431	0	A01BQ	Nyons olive fermentation brine ITS_R2D120B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	ITS_DNA	ITS2	SAMEA7280906	SAMEA7280906	France	Europe	44?21'35.7N 5?07'48.8E	NA	Processed fruit products	Other processed fruit products (excluding beverages)
