studyId	sampleId	label_1	label_2	label_3	llabel	s_type	n_reads	n_reads2	n_issues	foodId	description	L1	L4	L6	nature	process	spoilage	target1	target2	biosample	SRA_sample	geo_loc_country	geo_loc_continent	lat_lon	L2	L3
ST141	7765	SA7765	s.ERR4553188	s.ERR4553188_A01BQ	A01BQinfd	Sample	37	37	2	A01BQ	Nyons fermented Olive fruit R2D8B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280075	SAMEA7280075	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7766	SA7766	s.ERR4553189	s.ERR4553189_A01BQ	A01BQinfd	Sample	3	3	2	A01BQ	Nyons fermented Olive fruit R2D8B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280076	SAMEA7280076	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7767	SA7767	s.ERR4553190	s.ERR4553190_A01BQ	A01BQinfd	Sample	14	14	2	A01BQ	Nyons fermented Olive fruit R2D8B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280077	SAMEA7280077	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7768	SA7768	s.ERR4553191	s.ERR4553191_A01BQ	A01BQinfd	Sample	40	40	2	A01BQ	Nyons fermented Olive fruit R2D8C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280078	SAMEA7280078	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7769	SA7769	s.ERR4553192	s.ERR4553192_A01BQ	A01BQinfd	Sample	59	59	2	A01BQ	Nyons fermented Olive fruit R2D8C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280079	SAMEA7280079	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7770	SA7770	s.ERR4553193	s.ERR4553193_A01BQ	A01BQinfd	Sample	30	30	2	A01BQ	Nyons fermented Olive fruit R2D8C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280080	SAMEA7280080	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7771	SA7771	s.ERR4553194	s.ERR4553194_A01BQ	A01BQ000d	Environment	477	477	2	A01BQ	Nyons olive fermentation brine R2D8B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280081	SAMEA7280081	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7772	SA7772	s.ERR4553195	s.ERR4553195_A01BQ	A01BQ000d	Environment	371	371	2	A01BQ	Nyons olive fermentation brine R2D8B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280082	SAMEA7280082	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7773	SA7773	s.ERR4553196	s.ERR4553196_A01BQ	A01BQ000d	Environment	790	790	2	A01BQ	Nyons olive fermentation brine R2D8B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280083	SAMEA7280083	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7774	SA7774	s.ERR4553197	s.ERR4553197_A01BQ	A01BQ000d	Environment	688	688	2	A01BQ	Nyons olive fermentation brine R2D8C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280084	SAMEA7280084	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7775	SA7775	s.ERR4553198	s.ERR4553198_A01BQ	A01BQ000d	Environment	192	192	2	A01BQ	Nyons olive fermentation brine R2D8C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280085	SAMEA7280085	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7776	SA7776	s.ERR4553199	s.ERR4553199_A01BQ	A01BQ000d	Environment	191	191	2	A01BQ	Nyons olive fermentation brine R2D8C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280086	SAMEA7280086	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7777	SA7777	s.ERR4553200	s.ERR4553200_A01BQ	A01BQinfd	Sample	6334	6334	0	A01BQ	Nyons fermented Olive fruit R2D1B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280087	SAMEA7280087	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7778	SA7778	s.ERR4553201	s.ERR4553201_A01BQ	A01BQinfd	Sample	2966	2966	2	A01BQ	Nyons fermented Olive fruit R2D1B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280088	SAMEA7280088	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7779	SA7779	s.ERR4553202	s.ERR4553202_A01BQ	A01BQinfd	Sample	111	111	2	A01BQ	Nyons fermented Olive fruit R2D1B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280089	SAMEA7280089	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7780	SA7780	s.ERR4553203	s.ERR4553203_A01BQ	A01BQinfd	Sample	25	25	2	A01BQ	Nyons fermented Olive fruit R2D1C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280090	SAMEA7280090	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7781	SA7781	s.ERR4553204	s.ERR4553204_A01BQ	A01BQinfd	Sample	313	313	2	A01BQ	Nyons fermented Olive fruit R2D1C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280091	SAMEA7280091	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7782	SA7782	s.ERR4553205	s.ERR4553205_A01BQ	A01BQinfd	Sample	114	114	2	A01BQ	Nyons fermented Olive fruit R2D1C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280092	SAMEA7280092	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7783	SA7783	s.ERR4553206	s.ERR4553206_A01BQ	A01BQinfd	Environment	41358	41358	0	A01BQ	Nyons olive fermentation brine R2D1B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7280093	SAMEA7280093	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7784	SA7784	s.ERR4553207	s.ERR4553207_A01BQ	A01BQ000d	Environment	32168	32168	0	A01BQ	Nyons olive fermentation brine R2D1B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280094	SAMEA7280094	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7785	SA7785	s.ERR4553208	s.ERR4553208_A01BQ	A01BQ000d	Environment	35271	35271	0	A01BQ	Nyons olive fermentation brine R2D1B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280095	SAMEA7280095	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7786	SA7786	s.ERR4553209	s.ERR4553209_A01BQ	A01BQ000d	Environment	33035	33035	0	A01BQ	Nyons olive fermentation brine R2D1C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280096	SAMEA7280096	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7787	SA7787	s.ERR4553210	s.ERR4553210_A01BQ	A01BQ000d	Environment	2053	2053	2	A01BQ	Nyons olive fermentation brine R2D1C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280097	SAMEA7280097	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7788	SA7788	s.ERR4553211	s.ERR4553211_A01BQ	A01BQ000d	Environment	34783	34783	0	A01BQ	Nyons olive fermentation brine R2D1C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7280098	SAMEA7280098	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10156	SA10156	s.ERR5348775	s.ERR5348775_A01BQ	A01BQfnfd	Sample	14504	14504	0	A01BQ	Aloreña olives, SAMEA8124827	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124827	SAMEA8124827	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10157	SA10157	s.ERR5348776	s.ERR5348776_A01BQ	A01BQfnfd	Sample	33886	33886	0	A01BQ	Aloreña olives, SAMEA8124828	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124828	SAMEA8124828	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10158	SA10158	s.ERR5348777	s.ERR5348777_A01BQ	A01BQfnfd	Sample	32769	32769	0	A01BQ	Aloreña olives, SAMEA8124829	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124829	SAMEA8124829	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10159	SA10159	s.ERR5348778	s.ERR5348778_A01BQ	A01BQfnfd	Sample	43712	43712	0	A01BQ	Aloreña olives, SAMEA8124830	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124830	SAMEA8124830	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10160	SA10160	s.ERR5348779	s.ERR5348779_A01BQ	A01BQfnfd	Sample	41502	41502	0	A01BQ	Aloreña olives, SAMEA8124831	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124831	SAMEA8124831	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10161	SA10161	s.ERR5348780	s.ERR5348780_A01BQ	A01BQfnfd	Sample	29389	29389	0	A01BQ	Aloreña olives, SAMEA8124832	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124832	SAMEA8124832	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10162	SA10162	s.ERR5348781	s.ERR5348781_A01BQ	A01BQfnfd	Sample	30538	30538	0	A01BQ	Aloreña olives, SAMEA8124833	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124833	SAMEA8124833	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10163	SA10163	s.ERR5348782	s.ERR5348782_A01BQ	A01BQfnfd	Sample	36746	36746	0	A01BQ	Aloreña olives, SAMEA8124834	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124834	SAMEA8124834	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10164	SA10164	s.ERR5348783	s.ERR5348783_A01BQ	A01BQfnfd	Sample	43854	43854	0	A01BQ	Aloreña olives, SAMEA8124835	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124835	SAMEA8124835	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10165	SA10165	s.ERR5348784	s.ERR5348784_A01BQ	A01BQfnfd	Sample	39556	39556	0	A01BQ	Aloreña olives, SAMEA8124836	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124836	SAMEA8124836	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10166	SA10166	s.ERR5348785	s.ERR5348785_A01BQ	A01BQfnfd	Sample	18269	18269	0	A01BQ	Aloreña olives, SAMEA8124837	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124837	SAMEA8124837	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10167	SA10167	s.ERR5348786	s.ERR5348786_A01BQ	A01BQfnfd	Sample	10061	10061	1	A01BQ	Aloreña olives, SAMEA8124838	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124838	SAMEA8124838	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10168	SA10168	s.ERR5348787	s.ERR5348787_A01BQ	A01BQfnfd	Sample	31170	31170	0	A01BQ	Aloreña olives, SAMEA8124839	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124839	SAMEA8124839	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10169	SA10169	s.ERR5348788	s.ERR5348788_A01BQ	A01BQfnfd	Sample	48694	48694	0	A01BQ	Aloreña olives, SAMEA8124840	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124840	SAMEA8124840	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST182	10170	SA10170	s.ERR5348789	s.ERR5348789_A01BQ	A01BQfnfd	Sample	26649	26649	0	A01BQ	Aloreña olives, SAMEA8124841	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA8124841	SAMEA8124841	Greece	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST183	10171	SA10171	s.SRR13328454	s.SRR13328454_A01BQ	A01BQfnfd	Sample	4476	4476	2	A01BQ	Greek style fermented table olives, Table Olives Kalamata, T18_16S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN17184543	SAMN17184543	Greece	Europe	40.68745325224233 N 22.781392504130277 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST183	10172	SA10172	s.SRR13328455	s.SRR13328455_A01BQ	A01BQfnfd	Sample	21696	21696	0	A01BQ	Greek style fermented table olives, Table Olives Kalamata, T12_16S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN17184542	SAMN17184542	Greece	Europe	40.68745325224233 N 22.781392504130277 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST183	10173	SA10173	s.SRR13328456	s.SRR13328456_A01BQ	A01BQfnfd	Sample	35532	35532	0	A01BQ	Greek style fermented table olives, Table Olives Kalamata, T6_16S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN17184541	SAMN17184541	Greece	Europe	40.68745325224233 N 22.781392504130277 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST183	10174	SA10174	s.SRR13328457	s.SRR13328457_A01BQ	A01BQfnfd	Sample	71360	71360	0	A01BQ	Greek style fermented table olives, Table Olives Kalamata, T0_16S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN17184540	SAMN17184540	Greece	Europe	40.68745325224233 N 22.781392504130277 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13579	SA13579	s.SRR21703524	s.SRR21703524_A01BQ	A01BQfnfd	Sample	4921	4921	1	A01BQ	olives, Cyprus: Famagusta, OliveP1	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30753820	SAMN30753820	Cyprus	Asia	35 N 33 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13580	SA13580	s.SRR21703525	s.SRR21703525_A01BQ	A01BQfnfd	Sample	5902	5902	1	A01BQ	olives, Cyprus: Larnaca, OliveK3	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30753807	SAMN30753807	Cyprus	Asia	34.8 N 33.4 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13581	SA13581	s.SRR21703526	s.SRR21703526_A01BQ	A01BQfnfd	Sample	6204	6204	1	A01BQ	olives, Cyprus: Famagusta, OliveK2	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30753806	SAMN30753806	Cyprus	Asia	35 N 33 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13582	SA13582	s.SRR21703527	s.SRR21703527_A01BQ	A01BQfnfd	Sample	9992	9992	1	A01BQ	olives, Cyprus: Paphos, OliveK1	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30753722	SAMN30753722	Cyprus	Asia	34.766667 N 32.416667 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13583	SA13583	s.SRR21703528	s.SRR21703528_A01BQ	A01BQfnfd	Sample	4783	4783	2	A01BQ	olives, Cyprus: Larnaca, OliveC6	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30753637	SAMN30753637	Cyprus	Asia	34.8 N 33.4 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13584	SA13584	s.SRR21703529	s.SRR21703529_A01BQ	A01BQfnfd	Sample	20857	20857	1	A01BQ	olives, Cyprus: Paphos, OliveC5	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30753105	SAMN30753105	Cyprus	Asia	34.766667 N 32.416667 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13585	SA13585	s.SRR21703530	s.SRR21703530_A01BQ	A01BQfnfd	Sample	4430	4430	1	A01BQ	olives, Cyprus: Paphos, OliveC4	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30752390	SAMN30752390	Cyprus	Asia	34.766667 N 32.416667 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13586	SA13586	s.SRR21703535	s.SRR21703535_A01BQ	A01BQfnfd	Sample	5512	5512	0	A01BQ	olives, Cyprus: Limassol, OliveC3	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30752374	SAMN30752374	Cyprus	Asia	34.4 N 33.2 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13587	SA13587	s.SRR21703544	s.SRR21703544_A01BQ	A01BQfnfd	Sample	6552	6552	0	A01BQ	olives, Cyprus: Larnaca, OliveP3	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30753913	SAMN30753913	Cyprus	Asia	34.8 N 33.4 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13588	SA13588	s.SRR21703545	s.SRR21703545_A01BQ	A01BQfnfd	Sample	4855	4855	1	A01BQ	olives, Cyprus: Nicosia, OliveP2	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30753821	SAMN30753821	Cyprus	Asia	35 N 33 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13589	SA13589	s.SRR21703546	s.SRR21703546_A01BQ	A01BQfnfd	Sample	7175	7175	0	A01BQ	olives, Cyprus: Nicosia, OliveC2	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30752283	SAMN30752283	Cyprus	Asia	35 N 33 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST226	13590	SA13590	s.SRR21703547	s.SRR21703547_A01BQ	A01BQfnfd	Sample	12796	12796	1	A01BQ	olives, Cyprus: Famagusta, OliveC1	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN30752280	SAMN30752280	Cyprus	Asia	35 N 33 E	Processed fruit products	Other processed fruit products (excluding beverages)
ST229	13695	SA13695	s.SRR18191709	s.SRR18191709_A01BP	A01BPfnfd	Sample	20855	20855	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Spanish style T35, O-18	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363777	SAMN26363777	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13696	SA13696	s.SRR18191710	s.SRR18191710_A01BP	A01BPfnfd	Sample	9268	9268	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Spanish style T0, O-2	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363761	SAMN26363761	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13697	SA13697	s.SRR18191711	s.SRR18191711_A01BP	A01BPfnfd	Sample	20259	20259	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Spanish style T35, O-17	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363776	SAMN26363776	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13698	SA13698	s.SRR18191712	s.SRR18191712_A01BP	A01BPfnfd	Sample	17040	17040	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Spanish style T10, O-16	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363775	SAMN26363775	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13699	SA13699	s.SRR18191713	s.SRR18191713_A01BP	A01BPfnfd	Sample	11447	11447	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Spanish style T10, O-15	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363774	SAMN26363774	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13700	SA13700	s.SRR18191714	s.SRR18191714_A01BP	A01BPfnfd	Sample	11963	11963	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Spanish style T10, O-14	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363773	SAMN26363773	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13701	SA13701	s.SRR18191715	s.SRR18191715_A01BP	A01BPfnfd	Sample	19821	19821	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Spanish style T5, O-9	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363768	SAMN26363768	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13702	SA13702	s.SRR18191716	s.SRR18191716_A01BP	A01BPfnfd	Sample	12932	12932	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Spanish style T1, O-8	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363767	SAMN26363767	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13703	SA13703	s.SRR18191717	s.SRR18191717_A01BP	A01BPfnfd	Sample	28186	28186	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Spanish style T1, O-7	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363766	SAMN26363766	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13704	SA13704	s.SRR18191718	s.SRR18191718_A01BP	A01BPfnfd	Sample	6867	6867	1	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Spanish style T1, O-6	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363765	SAMN26363765	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13705	SA13705	s.SRR18191719	s.SRR18191719_A01BP	A01BPfnfd	Sample	17630	17630	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Spanish style T1, O-5	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363764	SAMN26363764	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13706	SA13706	s.SRR18191720	s.SRR18191720_A01BP	A01BPfnfd	Sample	10692	10692	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Greek style T373, O-48	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363807	SAMN26363807	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13707	SA13707	s.SRR18191721	s.SRR18191721_A01BP	A01BPfnfd	Sample	17780	17780	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Greek style T373, O-47	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363806	SAMN26363806	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13708	SA13708	s.SRR18191722	s.SRR18191722_A01BP	A01BPfnfd	Sample	11753	11753	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Greek style T373, O-46	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363805	SAMN26363805	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13709	SA13709	s.SRR18191723	s.SRR18191723_A01BP	A01BPfnfd	Sample	9859	9859	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Spanish style T10, O-13	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363772	SAMN26363772	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
