studyId	sampleId	label_1	label_2	label_3	llabel	s_type	n_reads	n_reads2	n_issues	foodId	description	L1	L4	L6	nature	process	spoilage	target1	target2	biosample	SRA_sample	geo_loc_country	geo_loc_continent	lat_lon	L2	L3
ST229	13710	SA13710	s.SRR18191724	s.SRR18191724_A01BP	A01BPfnfd	Sample	6799	6799	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Greek style T373, O-45	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363804	SAMN26363804	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13711	SA13711	s.SRR18191725	s.SRR18191725_A01BP	A01BPfnfd	Sample	15931	15931	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Greek style T190, O-44	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363803	SAMN26363803	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13712	SA13712	s.SRR18191726	s.SRR18191726_A01BP	A01BPfnfd	Sample	22333	22333	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Greek style T190, O-43	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363802	SAMN26363802	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13713	SA13713	s.SRR18191727	s.SRR18191727_A01BP	A01BPfnfd	Sample	20134	20134	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Spanish style T35, O-19	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363778	SAMN26363778	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13714	SA13714	s.SRR18191728	s.SRR18191728_A01BP	A01BPfnfd	Sample	17706	17706	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Spanish style T5, O-10	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363769	SAMN26363769	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13715	SA13715	s.SRR18191729	s.SRR18191729_A01BP	A01BPfnfd	Sample	13966	13966	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Spanish style T0, O-1	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363760	SAMN26363760	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13716	SA13716	s.SRR18191730	s.SRR18191730_A01BP	A01BPfnfd	Sample	17430	17430	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Greek style T190, O-42	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363801	SAMN26363801	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13717	SA13717	s.SRR18191731	s.SRR18191731_A01BP	A01BPfnfd	Sample	23224	23224	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Greek style T190, O-41	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363800	SAMN26363800	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13718	SA13718	s.SRR18191732	s.SRR18191732_A01BP	A01BPfnfd	Sample	12316	12316	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Greek style T101, O-40	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363799	SAMN26363799	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13719	SA13719	s.SRR18191733	s.SRR18191733_A01BP	A01BPfnfd	Sample	1991	1991	2	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Spanish style T0, O-4	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363763	SAMN26363763	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13720	SA13720	s.SRR18191734	s.SRR18191734_A01BP	A01BPfnfd	Sample	13814	13814	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Greek style T101, O-39	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363798	SAMN26363798	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13721	SA13721	s.SRR18191735	s.SRR18191735_A01BP	A01BPfnfd	Sample	8453	8453	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Greek style T101, O-38	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363797	SAMN26363797	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13722	SA13722	s.SRR18191736	s.SRR18191736_A01BP	A01BPfnfd	Sample	10086	10086	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Greek style T101, O-37	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363796	SAMN26363796	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13723	SA13723	s.SRR18191737	s.SRR18191737_A01BP	A01BPfnfd	Sample	9846	9846	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Spanish style T5, O-12	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363771	SAMN26363771	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13724	SA13724	s.SRR18191738	s.SRR18191738_A01BP	A01BPfnfd	Sample	6694	6694	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Greek style T35, O-36	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363795	SAMN26363795	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13725	SA13725	s.SRR18191739	s.SRR18191739_A01BP	A01BPfnfd	Sample	12449	12449	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Greek style T35, O-35	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363794	SAMN26363794	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13726	SA13726	s.SRR18191740	s.SRR18191740_A01BP	A01BPfnfd	Sample	17507	17507	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Greek style T35, O-34	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363793	SAMN26363793	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13727	SA13727	s.SRR18191741	s.SRR18191741_A01BP	A01BPfnfd	Sample	32909	32909	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Greek style T35, O-33	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363792	SAMN26363792	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13728	SA13728	s.SRR18191742	s.SRR18191742_A01BP	A01BPfnfd	Sample	13260	13260	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Greek style T1, O-32	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363791	SAMN26363791	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13729	SA13729	s.SRR18191743	s.SRR18191743_A01BP	A01BPfnfd	Sample	3358	3358	1	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Greek style T1, O-31	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363790	SAMN26363790	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13730	SA13730	s.SRR18191744	s.SRR18191744_A01BP	A01BPfnfd	Sample	11774	11774	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Greek style T1, O-30	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363789	SAMN26363789	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13731	SA13731	s.SRR18191745	s.SRR18191745_A01BP	A01BPfnfd	Sample	21759	21759	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Spanish style T0, O-3	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363762	SAMN26363762	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13732	SA13732	s.SRR18191746	s.SRR18191746_A01BP	A01BPfnfd	Sample	20446	20446	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Greek style T1, O-29	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363788	SAMN26363788	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13733	SA13733	s.SRR18191747	s.SRR18191747_A01BP	A01BPfnfd	Sample	11767	11767	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Greek style T0, O-28	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363787	SAMN26363787	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13734	SA13734	s.SRR18191748	s.SRR18191748_A01BP	A01BPfnfd	Sample	17835	17835	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Spanish style T5, O-11	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363770	SAMN26363770	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13735	SA13735	s.SRR18191749	s.SRR18191749_A01BP	A01BPfnfd	Sample	12565	12565	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Greek style T0, O-27	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363786	SAMN26363786	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13736	SA13736	s.SRR18191750	s.SRR18191750_A01BP	A01BPfnfd	Sample	3227	3227	2	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Greek style T0, O-26	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363785	SAMN26363785	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13737	SA13737	s.SRR18191751	s.SRR18191751_A01BP	A01BPfnfd	Sample	22872	22872	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Greek style T0, O-25	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363784	SAMN26363784	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13738	SA13738	s.SRR18191752	s.SRR18191752_A01BP	A01BPfnfd	Sample	20862	20862	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Spanish style T63, O-24	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363783	SAMN26363783	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13739	SA13739	s.SRR18191753	s.SRR18191753_A01BP	A01BPfnfd	Sample	22758	22758	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) plus starter. Spanish style T63, O-23	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363782	SAMN26363782	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13740	SA13740	s.SRR18191754	s.SRR18191754_A01BP	A01BPfnfd	Sample	18734	18734	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) no starter. Spanish style T63, O-22	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363781	SAMN26363781	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13741	SA13741	s.SRR18191755	s.SRR18191755_A01BP	A01BPfnfd	Sample	17101	17101	0	A01BP	Bacteria microbiota of table olives fermented (90%) with sea fennel (10%) plus starter. Spanish style T63, O-21	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363780	SAMN26363780	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST229	13742	SA13742	s.SRR18191756	s.SRR18191756_A01BP	A01BPfnfd	Sample	23214	23214	0	A01BP	Bacteria microbiota of table olives (40%) fermented with sea fennel (60%) no starter. Spanish style T35, O-20	Fruit and fruit products	Table olives and similar-	Table olives	Finished	None	Fermented	16S_DNA	V3-V4	SAMN26363779	SAMN26363779	Italy	Europe	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
